Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Nama Lengkap,Harga,Nama Barang,Total Harga
Sulaiman@rocketmail.com,Kotamobagu,2018-07-18,KP0625AF,36048,6,1.0,JENT,N,Zt-221,Sulaiman  Dudaney,12000000.0,Arabica Flores 25kg,72000000.0
BRIAN@ymail.com,Bau-Bau,2018-07-16,KP0225BB,36068,9,4.0,Cepat Kirim,Y,Tw-250,Brian  Abdi,10000000.0,Breakfast Blend 25kg,90000000.0
Wibowo@gmail.com,Sabang,2018-07-16,KP0625AF,35754,8,4.0,Pru Logistic,Y,Ew-101,Ago Wibowo,12000000.0,Arabica Flores 25kg,96000000.0
Sindoro@gmail.com,Jakarta Pusat,2018-07-15,KP0625AF,35138,8,4.0,Swift Delivery,Y,Et-333,Emily Sindoro,12000000.0,Arabica Flores 25kg,96000000.0
Setiadi@livex.com,Surabaya,2018-07-14,KP0350CF,35266,6,4.0,JENT,Y,Ng-123,Achirsyah  Setiadi,35000000.0,Colombie Finest Blend 50kg,210000000.0
Dewi@icloudx.com,Mojokerto,2018-07-14,KP0625AF,35472,8,4.0,JENT,Y,Fe-123,Dewi Soraya,12000000.0,Arabica Flores 25kg,96000000.0
Jo@ymail.com,Metro,2018-07-14,KP0350CF,35838,7,4.0,JENT,Y,Mm-150,Jo Onggowarsito ,35000000.0,Colombie Finest Blend 50kg,245000000.0
Jogi@gmail.com,Palu,2018-07-13,KP0850FB,35582,2,4.0,Cepat Kirim,Y,Ik-280,Jogi Hermawan,21000000.0,Flores Blend 50kg,42000000.0
Indra@gmail.com,Sawahlunto,2018-07-13,KP0150BH,36029,6,2.0,Swift Delivery,Y,Wf-559,James Indra,27000000.0,Bali Honey 50kg,162000000.0
Mochammad@mex.com,Cilegon,2018-07-13,KP0050AG,36908,10,4.0,Cepat Kirim,Y,Uo-500,Mochammad Tjahjadi,16250000.0,Aceh Gayo 50kg,162500000.0
Lucia@outlookx.com,Mojokerto,2018-07-12,KP0925SG,35934,9,4.0,JENT,Y,Tt-123,Lucia Irawan,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
George@ymail.com,Pontianak,2018-07-10,KP0050AG,35165,9,4.0,Pru Logistic,Y,Lv-880,George  Hakim,16250000.0,Aceh Gayo 50kg,146250000.0
Charles@gmail.com,Bogor,2018-07-10,KP0750AJ,35698,8,4.0,Swift Delivery,Y,Oc-409,Hilmi  Charles,18000000.0,Arabica Java 50kg,144000000.0
Noveda@gmail.com,Sibolga,2018-07-10,KP0425CB,36455,7,5.0,Cepat Kirim,Y,Hi-662,Herman  Noveda,27250000.0,Congo Blue Blend 25kg,190750000.0
Prasetio@livex.com,Palembang,2018-07-09,KP0850FB,36363,3,4.0,JENT,Y,Ed-661,Andry  Prasetio ,21000000.0,Flores Blend 50kg,63000000.0
Indra@ymail.com,Pontianak,2018-07-09,KP0925SG,36610,2,5.0,Wakanda Express,Y,Pa-880,Indra Purna,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Jennie@gmail.com,Padang,2018-07-08,KP0850FB,36779,10,4.0,JENT,Y,Po-559,Jennie Gosal ,21000000.0,Flores Blend 50kg,210000000.0
Setiawan@rocketmail.com,Cilegon,2018-07-07,KP0550EH,36448,10,4.0,Swift Delivery,Y,Fy-500,Mario  Setiawan,45000000.0,Elsavador High 50kg,450000000.0
Fahmi@ymail.com,Dumai,2018-07-05,KP0050AG,36738,3,4.0,Wakanda Express,Y,Mi-222,Fahmi  Sutanto,16250000.0,Aceh Gayo 50kg,48750000.0
Abdullah@livex.com,Bau-Bau,2018-07-05,KP0150BH,36953,9,4.0,Wakanda Express,N,Ug-250,Samudra Abdullah,27000000.0,Bali Honey 50kg,243000000.0
Finney@outlookx.com,Cilegon,2018-07-03,KP0925SG,35662,4,2.0,Pru Logistic,Y,Ee-500,Finney Tee,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
Arwin@ymail.com,Parepare,2018-06-28,KP0925SG,35735,10,4.0,Wakanda Express,Y,Wi-290,Hastuti  Arwin,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Hardjono@ymail.com,Pontianak,2018-06-27,KP0225BB,36853,2,4.0,JENT,Y,Kq-880,I Hardjono ,10000000.0,Breakfast Blend 25kg,20000000.0
Gahral@ymail.com,Bandung,2018-06-26,KP0925SG,36664,5,4.0,JENT,Y,Gw-409,Gahral Santoso ,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Syarfuan@outlookx.com,Binjai,2018-06-25,KP0350CF,35260,6,4.0,Wakanda Express,Y,Zn-662,Meiliana  Syarfuan,35000000.0,Colombie Finest Blend 50kg,210000000.0
Made@outlookx.com,Surakarta,2018-06-24,KP0850FB,36895,8,4.0,Cepat Kirim,Y,Mg-410,Made Tjoa,21000000.0,Flores Blend 50kg,168000000.0
Sik@outlookx.com,Kediri,2018-06-21,KP0925SG,35832,3,4.0,Cepat Kirim,Y,Mk-123,Candra  Sik,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Freddy@livex.com,Sabang,2018-06-19,KP0850FB,35578,10,4.0,Pru Logistic,Y,Gw-101,Freddy Ali,21000000.0,Flores Blend 50kg,210000000.0
Setiawan@icloudx.com,Palembang,2018-06-18,KP0925SG,35101,3,4.0,Wakanda Express,N,Qj-661,Philip  Setiawan,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Harjanto@ymail.com,Binjai,2018-06-17,KP0225BB,36315,5,4.0,JENT,Y,Xm-662,Harjanto  Texania ,10000000.0,Breakfast Blend 25kg,50000000.0
Soewarno@outlookx.com,Pangkalpinang,2018-06-16,KP0925SG,35345,2,4.0,Wakanda Express,Y,Yj-120,Bambang  Soewarno,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Reza@ymail.com,Sungai Penuh,2018-06-16,KP0750AJ,35028,10,4.0,JENT,N,Ca-512,Reza Magdalena ,18000000.0,Arabica Java 50kg,180000000.0
Prem@mex.com,Pematangsiantar,2018-06-16,KP0750AJ,36417,5,4.0,Cepat Kirim,N,Fd-662,Prem Tjahja,18000000.0,Arabica Java 50kg,90000000.0
Jusuf@gmail.com,Surabaya,2018-06-12,KP0425CB,35892,2,4.0,JENT,Y,Ie-123,Jusuf  Wijaya ,27250000.0,Congo Blue Blend 25kg,54500000.0
Rosabella@gmail.com,Ambon,2018-06-11,KP0850FB,35032,10,4.0,Wakanda Express,Y,Oj-171,Johan  Rosabella,21000000.0,Flores Blend 50kg,210000000.0
E.P.@ymail.com,Depok,2018-06-09,KP0225BB,35314,8,4.0,JENT,Y,An-409,Liliana  Ep ,10000000.0,Breakfast Blend 25kg,80000000.0
Moon-Tae@icloudx.com,Kupang,2018-06-09,KP0925SG,35611,5,4.0,Wakanda Express,N,Ku-185,Rusdi Moon-tae,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Hartanto@mex.com,Kendari,2018-06-08,KP0925SG,36175,3,3.0,Pru Logistic,N,Iv-250,Rosan Hartanto,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
U.@gmail.com,Batam,2018-06-05,KP0850FB,35276,6,4.0,JENT,Y,As-809,Chang U,21000000.0,Flores Blend 50kg,126000000.0
Strachan@gmail.com,Jayapura,2018-06-03,KP0750AJ,35009,8,4.0,JENT,Y,Gt-990,Ginawan Strachan,18000000.0,Arabica Java 50kg,144000000.0
Richard@gmail.com,Depok,2018-06-01,KP0750AJ,35857,4,4.0,Cepat Kirim,Y,Ah-409,Christina Richard,18000000.0,Arabica Java 50kg,72000000.0
Muljadi@ymail.com,Banjarmasin,2018-06-01,KP0750AJ,35851,3,4.0,Swift Delivery,Y,Xy-991,Lilyani Muljadi,18000000.0,Arabica Java 50kg,54000000.0
Meiriaty@mex.com,Surakarta,2018-05-28,KP0925SG,36744,3,4.0,Wakanda Express,Y,Ge-410,Meiriaty  Kenneth,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Pinder@gmail.com,Tebingtinggi,2018-05-27,KP0625AF,35741,9,4.0,Cepat Kirim,N,Da-662,Ronny  Pinder,12000000.0,Arabica Flores 25kg,108000000.0
Rita@icloudx.com,Padang Sidempuan,2018-05-24,KP0750AJ,35489,10,4.0,Swift Delivery,N,Pe-662,Rita Haryani,18000000.0,Arabica Java 50kg,180000000.0
Marvin@mex.com,Pagaralam,2018-05-23,KP0750AJ,36900,7,4.0,JENT,Y,Ld-661,Marvin  Rahardjo,18000000.0,Arabica Java 50kg,126000000.0
Andhika@livex.com,Tebingtinggi,2018-05-23,KP0850FB,35823,8,4.0,Swift Delivery,Y,Ug-662,Andhika Budihartono,21000000.0,Flores Blend 50kg,168000000.0
Wen@livex.com,Balikpapan,2018-05-22,KP0425CB,35990,3,5.0,Swift Delivery,Y,Ir-993,Erics  Wen,27250000.0,Congo Blue Blend 25kg,81750000.0
Para@ymail.com,Kupang,2018-05-22,KP0850FB,36433,10,4.0,JENT,N,Zg-185,Para Setiawan,21000000.0,Flores Blend 50kg,210000000.0
Husodho@gmail.com,Tual,2018-05-20,KP0925SG,36063,2,4.0,Cepat Kirim,Y,Pn-171,Martin  Husodho,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Yantony@ymail.com,Ternate,2018-05-19,KP0425CB,35581,8,4.0,Pru Logistic,Y,Pt-160,Goh Yantony,27250000.0,Congo Blue Blend 25kg,218000000.0
Prijatna@icloudx.com,Pasuruan,2018-05-19,KP0750AJ,35916,5,4.0,Swift Delivery,Y,Ft-123,Daniel Prijatna,18000000.0,Arabica Java 50kg,90000000.0
Sukendar@livex.com,Tual,2018-05-17,KP0625AF,36252,2,4.0,JENT,N,El-171,Sukendar Tanuwidjaja,12000000.0,Arabica Flores 25kg,24000000.0
Indriani@ymail.com,Ambon,2018-05-16,KP0850FB,36906,9,4.0,Swift Delivery,Y,An-171,Indriani Hartono,21000000.0,Flores Blend 50kg,189000000.0
LIMMAN@outlookx.com,Lhokseumawe,2018-05-14,KP0625AF,36339,6,4.0,Swift Delivery,N,Xc-101,Prasodjo Limman,12000000.0,Arabica Flores 25kg,72000000.0
Edoardus@outlookx.com,Pangkalpinang,2018-05-10,KP0150BH,35278,9,4.0,JENT,Y,Az-120,Edoardus Oentoro,27000000.0,Bali Honey 50kg,243000000.0
PASCAL@gmail.com,Jakarta Barat,2018-05-10,KP0625AF,35501,10,4.0,JENT,Y,Im-333,Kakan Pascal,12000000.0,Arabica Flores 25kg,120000000.0
Gunawan@ymail.com,Padang Sidempuan,2018-05-09,KP0425CB,36943,7,4.0,JENT,Y,Cz-662,Gunawan Budiono,27250000.0,Congo Blue Blend 25kg,190750000.0
Handajani@ymail.com,Sukabumi,2018-05-09,KP0150BH,36139,4,4.0,JENT,Y,Sm-409,Henry Handajani,27000000.0,Bali Honey 50kg,108000000.0
Tanuwiradjaja@gmail.com,Bogor,2018-05-07,KP0850FB,36461,5,5.0,Cepat Kirim,Y,Es-409,Hary  Tanuwiradjaja,21000000.0,Flores Blend 50kg,105000000.0
Irwan@icloudx.com,Sungai Penuh,2018-05-04,KP0625AF,35295,7,4.0,Cepat Kirim,N,Sb-512,Stephan Irwan,12000000.0,Arabica Flores 25kg,84000000.0
Susanto@ymail.com,Tanjungpinang,2018-05-03,KP0150BH,36944,6,4.0,Wakanda Express,Y,Jf-809,Joachim Susanto,27000000.0,Bali Honey 50kg,162000000.0
Ignatius@gmail.com,Pontianak,2018-05-03,KP0750AJ,36714,4,4.0,JENT,Y,Ta-880,Ignatius Ramchand ,18000000.0,Arabica Java 50kg,72000000.0
Eddy@livex.com,Tanjungbalai,2018-04-28,KP0925SG,36277,7,4.0,Cepat Kirim,Y,Iy-662,Eddy Tenacious,15000000.0,Sidikalang Gold Blend 25kg,105000000.0
Omar@rocketmail.com,Sawahlunto,2018-04-27,KP0425CB,35591,4,4.0,Wakanda Express,N,Ac-559,Omar  Anggono,27250000.0,Congo Blue Blend 25kg,109000000.0
CIPUTRA@gmail.com,Ternate,2018-04-26,KP0925SG,36105,2,4.0,JENT,Y,Cu-160,Arianto  Ciputra ,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Sri@gmail.com,Blitar,2018-04-26,KP0625AF,36501,9,4.0,JENT,Y,Xv-123,Joachim Sri ,12000000.0,Arabica Flores 25kg,108000000.0
Anwar@ymail.com,Tangerang Selatan,2018-04-25,KP0925SG,35451,8,4.0,Pru Logistic,Y,Bb-500,Muddai  Anwar,15000000.0,Sidikalang Gold Blend 25kg,120000000.0
ENERGY@ymail.com,Tomohon,2018-04-25,KP0625AF,35212,5,4.0,JENT,Y,Nx-221,Henky Energy ,12000000.0,Arabica Flores 25kg,60000000.0
Roos@ymail.com,Meulaboh,2018-04-25,KP0150BH,36032,9,4.0,Cepat Kirim,N,Lv-101,Roos Oil,27000000.0,Bali Honey 50kg,243000000.0
HARDI@gmail.com,Bengkulu,2018-04-25,KP0925SG,36864,4,4.0,Cepat Kirim,Y,Pv-300,Hardi Leban,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
Septiana@gmail.com,Pekanbaru,2018-04-25,KP0925SG,36945,5,1.0,JENT,N,Yn-222,Septiana Soetoyo,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Jimmy@ymail.com,Lubuklinggau,2018-04-25,KP0625AF,35778,9,4.0,Pru Logistic,Y,Uf-661,Jimmy Sutiono,12000000.0,Arabica Flores 25kg,108000000.0
IVY@gmail.com,Ambon,2018-04-24,KP0750AJ,36586,4,4.0,Wakanda Express,Y,Qn-171,Ivy Ngaw,18000000.0,Arabica Java 50kg,72000000.0
Harapan@outlookx.com,Bandung,2018-04-24,KP0625AF,36772,4,4.0,JENT,Y,Pk-409,Bayu Harapan,12000000.0,Arabica Flores 25kg,48000000.0
Lee@gmail.com,Pariaman,2018-04-24,KP0350CF,35759,5,3.0,JENT,Y,Fq-559,Lee Su,35000000.0,Colombie Finest Blend 50kg,175000000.0
Nurlaila@gmail.com,Tanjungpinang,2018-04-22,KP0925SG,36872,9,4.0,Cepat Kirim,Y,Ff-809,Eva  Nurlaila,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Hakim@ymail.com,Bukittinggi,2018-04-21,KP0625AF,35657,3,4.0,Swift Delivery,Y,Be-559,Agung Hakim,12000000.0,Arabica Flores 25kg,36000000.0
Sammy@icloudx.com,Bitung,2018-04-20,KP0150BH,35267,2,4.0,Swift Delivery,N,Os-221,Sammy  Jb,27000000.0,Bali Honey 50kg,54000000.0
Hendarta@gmail.com,Magelang,2018-04-18,KP0750AJ,35877,8,5.0,Pru Logistic,Y,Uq-410,Hendarta Yunasri,18000000.0,Arabica Java 50kg,144000000.0
Dr.@livex.com,Padang Sidempuan,2018-04-16,KP0350CF,35121,3,5.0,Pru Logistic,Y,Ld-662,Dr Mulyana,35000000.0,Colombie Finest Blend 50kg,105000000.0
Nainggolan@rocketmail.com,Metro,2018-04-15,KP0225BB,36319,10,4.0,JENT,Y,Om-150,Melissa Nainggolan ,10000000.0,Breakfast Blend 25kg,100000000.0
Koeswojo@gmail.com,Serang,2018-04-14,KP0925SG,36402,6,4.0,Wakanda Express,Y,Es-500,Linda Koeswojo,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Achmad@ymail.com,Madiun,2018-04-13,KP0150BH,36575,9,2.0,Swift Delivery,Y,Fv-123,Achmad Budiyanto,27000000.0,Bali Honey 50kg,243000000.0
Pedro@livex.com,Mataram,2018-04-13,KP0925SG,36574,6,5.0,JENT,N,Rk-183,Pedro Patrick ,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
CIPUTRA@rocketmail.com,Cimahi,2018-04-11,KP0750AJ,35158,2,4.0,Swift Delivery,N,Eg-409,Sally Ciputra,18000000.0,Arabica Java 50kg,36000000.0
RACHMAT@rocketmail.com,Jakarta Utara,2018-04-10,KP0150BH,35320,5,4.0,Cepat Kirim,N,Gy-333,Rachmat  Rachmat,27000000.0,Bali Honey 50kg,135000000.0
Williang@ymail.com,Bima,2018-04-09,KP0850FB,35282,8,4.0,Swift Delivery,Y,Nb-183,Johan  Williang,21000000.0,Flores Blend 50kg,168000000.0
Ninik@rocketmail.com,Pasuruan,2018-04-07,KP0850FB,35221,5,4.0,JENT,N,Wn-123,Ninik  Hendri ,21000000.0,Flores Blend 50kg,105000000.0
Sjarif@rocketmail.com,Padangpanjang,2018-04-05,KP0625AF,35863,3,4.0,JENT,Y,Tx-559,Lucia  Sjarif,12000000.0,Arabica Flores 25kg,36000000.0
Yu-Cheng@gmail.com,Surabaya,2018-04-03,KP0925SG,35272,9,4.0,Swift Delivery,Y,Ly-123,Juliati Yu-cheng,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Eddy@ymail.com,Mataram,2018-04-01,KP0925SG,36337,6,4.0,JENT,Y,Nz-183,Eddy Tjiu,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
A.@gmail.com,Metro,2018-03-26,KP0625AF,36926,6,4.0,Cepat Kirim,Y,Zc-150,A  Djojosudirdjo,12000000.0,Arabica Flores 25kg,72000000.0
Christranto@icloudx.com,Palu,2018-03-23,KP0925SG,36042,8,4.0,Swift Delivery,Y,Fi-280,Faiz Christranto,15000000.0,Sidikalang Gold Blend 25kg,120000000.0
Aryanto@ymail.com,Jayapura,2018-03-21,KP0750AJ,36915,3,4.0,Swift Delivery,Y,Vl-990,Indahwaty Aryanto,18000000.0,Arabica Java 50kg,54000000.0
Sri@livex.com,Tomohon,2018-03-21,KP0850FB,35005,7,4.0,JENT,N,Ry-221,Sri Dharmaputra,21000000.0,Flores Blend 50kg,147000000.0
Pierre@ymail.com,Banjarmasin,2018-03-20,KP0850FB,35498,5,4.0,Swift Delivery,Y,On-991,Herdin  Pierre,21000000.0,Flores Blend 50kg,105000000.0
Widjaja@mex.com,Jambi,2018-03-20,KP0850FB,35811,2,4.0,Swift Delivery,N,Pm-512,Soebali Widjaja,21000000.0,Flores Blend 50kg,42000000.0
H.@livex.com,Tanjungpinang,2018-03-19,KP0350CF,36591,5,4.0,Wakanda Express,Y,Qs-809,Andrew  H,35000000.0,Colombie Finest Blend 50kg,175000000.0
John@gmail.com,Palangkaraya,2018-03-17,KP0750AJ,35270,9,4.0,Wakanda Express,Y,Mw-992,John Nicolas,18000000.0,Arabica Java 50kg,162000000.0
Ang@ymail.com,Batu,2018-03-16,KP0925SG,35215,2,4.0,Wakanda Express,Y,Ce-123,Ang Tjokrosaputro,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Harry@ymail.com,Tasikmalaya,2018-03-16,KP0425CB,35333,5,4.0,Swift Delivery,Y,Ph-409,Harry Daud,27250000.0,Congo Blue Blend 25kg,136250000.0
Soeria@outlookx.com,Lhokseumawe,2018-03-13,KP0850FB,35686,5,4.0,Wakanda Express,Y,Ht-101,Barlianto  Soeria,21000000.0,Flores Blend 50kg,105000000.0
Junus@ymail.com,Palu,2018-03-13,KP0150BH,35573,8,4.0,JENT,Y,Lq-280,Junus Widjaja,27000000.0,Bali Honey 50kg,216000000.0
Suhendra@ymail.com,Tanjungpinang,2018-03-11,KP0225BB,35355,10,4.0,Cepat Kirim,Y,Ak-809,Ichsanuddin Suhendra,10000000.0,Breakfast Blend 25kg,100000000.0
Dodi@ymail.com,Bengkulu,2018-03-11,KP0350CF,35727,9,4.0,Wakanda Express,Y,Dt-300,Dodi Pramaditia,35000000.0,Colombie Finest Blend 50kg,315000000.0
Rudy@gmail.com,Jakarta Selatan,2018-03-10,KP0750AJ,36794,10,2.0,Swift Delivery,N,Er-333,Rudy  Hartono,18000000.0,Arabica Java 50kg,180000000.0
Hadysugani@ymail.com,Subulussalam,2018-03-10,KP0625AF,35324,5,4.0,Wakanda Express,Y,Ze-101,Hadysugani  Office,12000000.0,Arabica Flores 25kg,60000000.0
Handoyo@gmail.com,Probolinggo,2018-03-09,KP0225BB,36996,2,4.0,Cepat Kirim,Y,Do-123,Handoyo  Tjipto,10000000.0,Breakfast Blend 25kg,20000000.0
Busono@gmail.com,Tual,2018-03-08,KP0750AJ,35967,9,4.0,Swift Delivery,Y,Hp-171,Handy Busono,18000000.0,Arabica Java 50kg,162000000.0
Myrna@mex.com,Prabumulih,2018-03-07,KP0050AG,35328,5,4.0,JENT,N,Pk-661,Myrna  Markart,16250000.0,Aceh Gayo 50kg,81250000.0
Jessy@gmail.com,Tangerang Selatan,2018-03-07,KP0850FB,35826,6,4.0,JENT,Y,Wr-500,Jessy  M,21000000.0,Flores Blend 50kg,126000000.0
Tjahaja@gmail.com,Tegal,2018-03-06,KP0150BH,36527,5,4.0,Swift Delivery,Y,Qz-410,Lily  Tjahaja,27000000.0,Bali Honey 50kg,135000000.0
Phair@gmail.com,Solok,2018-03-02,KP0050AG,35152,6,4.0,JENT,Y,Yc-559,Jimmy Phair ,16250000.0,Aceh Gayo 50kg,97500000.0
Silya@icloudx.com,Dumai,2018-03-02,KP0050AG,36428,3,4.0,Swift Delivery,N,Yc-222,Sembodo Silya,16250000.0,Aceh Gayo 50kg,48750000.0
Raju@outlookx.com,Sawahlunto,2018-03-02,KP0625AF,35982,3,3.0,Cepat Kirim,N,Ic-559,Raju Halim,12000000.0,Arabica Flores 25kg,36000000.0
Rulyani@mex.com,Banjar,2018-02-28,KP0925SG,36420,10,4.0,JENT,N,Fm-409,Rulyani Pacific ,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Iskandar@ymail.com,Langsa,2018-02-27,KP0750AJ,35090,2,4.0,JENT,Y,No-101,Iskandar Bisono,18000000.0,Arabica Java 50kg,36000000.0
Anna@gmail.com,Pontianak,2018-02-22,KP0050AG,36641,10,4.0,Wakanda Express,Y,Aj-880,Anna  Kosasih,16250000.0,Aceh Gayo 50kg,162500000.0
LE@icloudx.com,Batam,2018-02-22,KP0925SG,35103,5,4.0,Swift Delivery,Y,Qq-809,Le Helvani,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Soesanto@gmail.com,Purwokerto,2018-02-22,KP0925SG,36464,9,4.0,Wakanda Express,Y,Eo-410,Michelle Soesanto,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Sukardjo@gmail.com,Malang,2018-02-18,KP0925SG,35143,4,4.0,Wakanda Express,Y,Hx-123,Jacub Sukardjo,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
NG@icloudx.com,Sorong,2018-02-17,KP0750AJ,35086,3,4.0,Cepat Kirim,N,Cf-999,Ng Wibowo,18000000.0,Arabica Java 50kg,54000000.0
Krishnan@gmail.com,Sungai Penuh,2018-02-16,KP0150BH,35192,10,4.0,Pru Logistic,Y,Nw-512,Krishnan Jusuf,27000000.0,Bali Honey 50kg,270000000.0
GOLFIANI@ymail.com,Bukittinggi,2018-02-16,KP0350CF,36247,8,4.0,Wakanda Express,N,Xt-559,Omar Golfiani,35000000.0,Colombie Finest Blend 50kg,280000000.0
Linda@gmail.com,Magelang,2018-02-16,KP0750AJ,35768,2,1.0,JENT,Y,Vm-410,Linda Unjoto ,18000000.0,Arabica Java 50kg,36000000.0
SURYA@livex.com,Tarakan,2018-02-15,KP0850FB,36655,7,2.0,Swift Delivery,Y,Gw-994,Arniaty Surya,21000000.0,Flores Blend 50kg,147000000.0
Wijaya@icloudx.com,Tangerang Selatan,2018-02-13,KP0925SG,35813,9,4.0,Wakanda Express,Y,Rj-500,Gareth  Wijaya,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Andang@livex.com,Mojokerto,2018-02-13,KP0750AJ,35096,2,4.0,Pru Logistic,Y,Xs-123,Andang Stratton,18000000.0,Arabica Java 50kg,36000000.0
and@ymail.com,Manado,2018-02-12,KP0750AJ,35950,5,4.0,JENT,Y,Mm-221,Jose And ,18000000.0,Arabica Java 50kg,90000000.0
Ismail@ymail.com,Bengkulu,2018-02-10,KP0850FB,36955,5,4.0,Wakanda Express,Y,Ek-300,Ismail Mulio,21000000.0,Flores Blend 50kg,105000000.0
Stephana@gmail.com,Pontianak,2018-02-08,KP0750AJ,36216,6,4.0,Wakanda Express,Y,Ik-880,Levi  Stephana,18000000.0,Arabica Java 50kg,108000000.0
Magdangal@livex.com,Padang,2018-02-08,KP0150BH,35516,6,4.0,Wakanda Express,Y,Jj-559,Bambang Magdangal,27000000.0,Bali Honey 50kg,162000000.0
Moeliana@gmail.com,Parepare,2018-02-06,KP0150BH,35157,9,4.0,Pru Logistic,Y,Fi-290,Iroshita Moeliana,27000000.0,Bali Honey 50kg,243000000.0
Anton@gmail.com,Padang,2018-02-06,KP0150BH,36409,4,4.0,JENT,Y,Qo-559,Anton Lal ,27000000.0,Bali Honey 50kg,108000000.0
Eka@ymail.com,Pekanbaru,2018-02-05,KP0850FB,36997,2,5.0,Pru Logistic,Y,Zw-222,Eka  Goenawan,21000000.0,Flores Blend 50kg,42000000.0
Adi@livex.com,Tebingtinggi,2018-02-05,KP0750AJ,36158,5,4.0,Wakanda Express,Y,Sz-662,Adi Tedjo,18000000.0,Arabica Java 50kg,90000000.0
Capital@livex.com,Tual,2018-02-04,KP0350CF,36795,2,4.0,JENT,Y,Vt-171,Evi Capital,35000000.0,Colombie Finest Blend 50kg,70000000.0
Heru@ymail.com,Palangkaraya,2018-02-01,KP0150BH,36812,7,4.0,JENT,Y,Ze-992,Heru  Kiemas ,27000000.0,Bali Honey 50kg,189000000.0
Sohet@outlookx.com,Bontang,2018-02-01,KP0850FB,35537,4,3.0,Swift Delivery,N,Bv-993,Sohet Dorpi,21000000.0,Flores Blend 50kg,84000000.0
Faried@outlookx.com,Palangkaraya,2018-02-01,KP0425CB,36413,10,4.0,JENT,N,Ms-992,Ongko Faried,27250000.0,Congo Blue Blend 25kg,272500000.0
Barki@ymail.com,Purwokerto,2018-01-27,KP0850FB,35363,2,4.0,Pru Logistic,Y,Bs-410,Donny Barki,21000000.0,Flores Blend 50kg,42000000.0
Doni@gmail.com,Metro,2018-01-26,KP0750AJ,36356,6,4.0,Pru Logistic,Y,Sd-150,Doni  Tjokrosaputro,18000000.0,Arabica Java 50kg,108000000.0
Nuryono@outlookx.com,Jakarta Pusat,2018-01-25,KP0150BH,35208,8,4.0,Pru Logistic,N,Np-333,Ricky  Nuryono,27000000.0,Bali Honey 50kg,216000000.0
Ta@livex.com,Balikpapan,2018-01-25,KP0750AJ,36123,2,3.0,Pru Logistic,N,Ml-993,Ravi Ta,18000000.0,Arabica Java 50kg,36000000.0
Unjoto@ymail.com,Bandar Lampung,2018-01-24,KP0750AJ,36624,6,1.0,Cepat Kirim,Y,Rl-150,Hioe Unjoto,18000000.0,Arabica Java 50kg,108000000.0
Leo@icloudx.com,Bau-Bau,2018-01-24,KP0925SG,35505,4,4.0,Swift Delivery,N,Ez-250,Murdaya Leo,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
Toi@ymail.com,Solok,2018-01-23,KP0225BB,35931,7,4.0,JENT,Y,Yq-559,Hadidarma  Toi,10000000.0,Breakfast Blend 25kg,70000000.0
KOESNADI@gmail.com,Bandar Lampung,2018-01-20,KP0150BH,35673,10,4.0,Swift Delivery,Y,Xf-150,Henry  Koesnadi,27000000.0,Bali Honey 50kg,270000000.0
Moenzir@ymail.com,Samarinda,2018-01-19,KP0850FB,35671,6,4.0,JENT,Y,Iw-993,Florden Moenzir,21000000.0,Flores Blend 50kg,126000000.0
Harry@gmail.com,Serang,2018-01-17,KP0750AJ,35346,3,4.0,Swift Delivery,Y,Ph-500,Harry Sastrajaya,18000000.0,Arabica Java 50kg,54000000.0
Hendra@gmail.com,Tarakan,2018-01-17,KP0750AJ,36583,3,4.0,Wakanda Express,Y,Mg-994,Hendra Valiant,18000000.0,Arabica Java 50kg,54000000.0
